INSTNM,OPEID,REGION,SAT_AVG_ALL,PCTPELL,PCTFLOAN,ADM_RATE_ALL,UG,AVGFACSAL,COMPL_RPY_5YR_RT,DEBT_MDN,MEDIAN_HH_INC,ICLEVEL,HIGHDEG,CONTROL,WOMENONLY,MENONLY,LOCALE,Tuition,Degree_Type,Ownership,Regions,Locales,Locale_Short
Crowley's Ridge College,109500,5,,0.5045,0.6339,,169.0,3741.0,PrivacySuppressed,10800,43531.15,1,3,2,0.0,0.0,41.0,12803.0,Bachelors,Private non-profit,South East,Rural: Fringe,Rural
Crowley's Ridge Technical Institute,704400,5,,0.7547,0.0,,141.0,,,PrivacySuppressed,36585.52,3,1,1,0.0,0.0,32.0,3206.0,Certificate,Public,South East,Town: Distant,Town
East Arkansas Community College,1226000,5,,0.3664,0.0276,,1358.0,5350.0,PrivacySuppressed,2000,36763.69,2,2,1,0.0,0.0,32.0,2695.0,Associates,Public,South East,Town: Distant,Town
Eastern College of Health Vocations-Little Rock,2272400,5,,0.6798,0.6535,,292.0,,0.325925926,3412,47009.67,3,1,3,0.0,0.0,12.0,12077.0,Certificate,Private for-profit,South East,City: Midsize,City
Imagine-Paul Mitchell Partner School,3124900,5,,0.6307,0.6324,,20.0,,0.548387097,9833,50392.05,3,1,3,0.0,0.0,13.0,17523.0,Certificate,Private for-profit,South East,City: Small,City
National Park College,1210500,5,,0.6235,0.3832,,2231.0,4837.0,0.535433071,9148,42516.37,2,2,1,0.0,0.0,23.0,7852.0,Associates,Public,South East,Suburb: Small,Suburb
University of Arkansas Community College-Batesville,2073500,5,,0.5681,0.2076,,1024.0,4560.0,0.551724138,6350,41751.68,2,2,1,0.0,0.0,33.0,1910.0,Associates,Public,South East,Town: Remote,Town
Harding University,109700,5,1135.0,0.2584,0.5576,0.99201596806387,3982.0,7200.0,0.837471783,19500,61757.88,1,4,2,0.0,0.0,32.0,17276.0,Graduate,Private non-profit,South East,Town: Distant,Town
Henderson State University,109800,5,988.0,0.5452,0.6087,0.63338615953512,3182.0,6427.0,0.651162791,9500,45548.96,1,4,1,0.0,0.0,32.0,9937.0,Graduate,Public,South East,Town: Distant,Town
Hendrix College,109900,5,1270.0,0.2035,0.4939,0.82380396732788,1129.0,7401.0,0.844311377,19500,63550.03,1,4,2,0.0,0.0,13.0,25503.0,Graduate,Private non-profit,South East,City: Small,City
Hot Springs Beauty College,3007100,5,,0.7838,0.6486,,57.0,,PrivacySuppressed,4500,44560.1,3,1,3,0.0,0.0,13.0,8110.0,Certificate,Private for-profit,South East,City: Small,City
Jefferson Regional Medical Center School of Nursing,2330800,5,,0.6829,0.6911,,41.0,5536.0,PrivacySuppressed,14000,44278.02,2,1,2,0.0,0.0,13.0,,Certificate,Private non-profit,South East,City: Small,City
John Brown University,110000,5,1209.0,0.2846,0.4603,0.7375643224699799,1404.0,6635.0,0.844129555,18723,56884.69,1,4,2,0.0,0.0,32.0,19234.0,Graduate,Private non-profit,South East,Town: Distant,Town
Career Academy of Hair Design,2341700,5,,0.5484,0.6895,,35.0,,0.465648855,6365,50797.95,3,1,3,0.0,0.0,13.0,12332.0,Certificate,Private for-profit,South East,City: Small,City
Academy of Salon and Spa,1074100,5,,0.4966,0.4276,,22.0,,0.393442623,9500,43968.6,3,1,3,0.0,0.0,13.0,12117.0,Certificate,Private for-profit,South East,City: Small,City
Arkansas State University Mid-South,2348200,5,,0.3662,0.0,,185.0,4348.0,,PrivacySuppressed,41452.41,2,2,1,0.0,0.0,21.0,9015.0,Associates,Public,South East,Suburb: Large,Suburb
Arkansas Northeastern College,1286000,5,,0.3972,0.0,,1980.0,5039.0,0.615384615,3000,37938.88,2,2,1,0.0,0.0,41.0,4087.0,Associates,Public,South East,Rural: Fringe,Rural
New Tyler Barber College Inc,2284200,5,,0.8511,0.2979,,60.0,,PrivacySuppressed,9500,45287.22,3,1,3,0.0,0.0,13.0,14584.0,Certificate,Private for-profit,South East,City: Small,City
North Arkansas College,1226100,5,,0.5906,0.2075,,1817.0,5218.0,0.611607143,5943.5,39024.26,2,2,1,0.0,0.0,33.0,4194.0,Associates,Public,South East,Town: Remote,Town
Northwest Technical Institute,2073700,5,,0.7341,0.0,,1755.0,,,PrivacySuppressed,48871.29,3,1,1,0.0,0.0,13.0,9393.0,Certificate,Public,South East,City: Small,City
Ouachita Baptist University,110200,5,1120.0,0.2751,0.5789,0.6845407872219,1714.0,6227.0,0.90821256,15750,61306.22,1,3,2,0.0,0.0,32.0,19251.0,Bachelors,Private non-profit,South East,Town: Distant,Town
College of the Ouachitas,997600,5,,0.3636,0.1994,,829.0,4605.0,0.621621622,6000,46122.57,2,2,1,0.0,0.0,31.0,8263.0,Associates,Public,South East,Town: Fringe,Town
Ozarka College,2087000,5,,0.6357,0.322,,737.0,4561.0,0.5,7915,34796.93,2,2,1,0.0,0.0,43.0,5273.0,Associates,Public,South East,Rural: Remote,Rural
University of the Ozarks,109400,5,1034.0,0.4327,0.4736,0.96774193548387,622.0,4672.0,0.807692308,10100,51329.59,1,3,2,0.0,0.0,33.0,14723.0,Bachelors,Private non-profit,South East,Town: Remote,Town
University of Arkansas Community College-Morrilton,524500,5,930.0,0.5421,0.3327,0.66472545757071,1142.0,4952.0,0.66875,5084.5,44557.97,2,2,1,0.0,0.0,32.0,5464.0,Associates,Public,South East,Town: Distant,Town
Philander Smith College,110300,5,,0.742,0.8216,,845.0,4774.0,0.475728155,19000,45434.78,1,3,2,0.0,0.0,12.0,15676.0,Bachelors,Private non-profit,South East,City: Midsize,City
Phillips Community College of the University of Arkansas,110400,5,,0.3474,0.0,,2364.0,4497.0,PrivacySuppressed,3500,34872.94,2,2,1,0.0,0.0,41.0,4454.0,Associates,Public,South East,Rural: Fringe,Rural
Southeast Arkansas College,570700,5,,0.6934,0.2989,,1955.0,5296.0,PrivacySuppressed,3500,42805.78,2,2,1,0.0,0.0,13.0,2467.0,Associates,Public,South East,City: Small,City
Professional Cosmetology Education Center,2202400,5,,0.7909999999999999,0.9403,,72.0,,PrivacySuppressed,9736,39190.14,3,1,3,0.0,0.0,33.0,6348.0,Certificate,Private for-profit,South East,Town: Remote,Town
Pulaski Technical College,2075300,5,,0.6493,0.5906,,893.0,5041.0,0.495081967,9500,50007.22,2,2,1,0.0,0.0,13.0,9195.0,Associates,Public,South East,City: Small,City
University of Arkansas Community College-Hope,573200,5,,0.5566,0.0,,1176.0,4608.0,PrivacySuppressed,2454.5,38791.69,2,2,1,0.0,0.0,32.0,8438.0,Associates,Public,South East,Town: Distant,Town
Rich Mountain Community College,2111100,5,,0.3542,0.0,,943.0,4644.0,,PrivacySuppressed,35544.46,2,2,1,0.0,0.0,33.0,5146.0,Associates,Public,South East,Town: Remote,Town
Paul Mitchell the School-Arkansas,792100,5,,0.5802,0.5988,,27.0,,PrivacySuppressed,9833,47966.62,3,1,3,0.0,0.0,13.0,19143.0,Certificate,Private for-profit,South East,City: Small,City
Searcy Beauty College,2569600,5,,0.3846,0.3147,,63.0,,PrivacySuppressed,8542.5,42041.01,3,1,3,0.0,0.0,32.0,18153.0,Certificate,Private for-profit,South East,Town: Distant,Town
Shorter College,110500,5,,0.8635,0.8412,,,2222.0,,9500,,2,2,2,0.0,0.0,13.0,16833.0,Associates,Private non-profit,South East,City: Small,City
Williams Baptist College,110600,5,1010.0,0.4786,0.6375,0.63745704467353,660.0,5465.0,0.716666667,9980,42485.2,1,3,2,0.0,0.0,42.0,14731.0,Bachelors,Private non-profit,South East,Rural: Distant,Rural
South Arkansas Community College,2074600,5,,0.5499,0.3644,,905.0,4733.0,PrivacySuppressed,7747,40724.53,2,2,1,0.0,0.0,33.0,9059.0,Associates,Public,South East,Town: Remote,Town
Southern Arkansas University Main Campus,110700,5,988.0,0.4944,0.4891,0.67478260869565,2781.0,6291.0,0.676122931,9500,42416.87,1,4,1,0.0,0.0,33.0,11328.0,Graduate,Public,South East,Town: Remote,Town
Southern Arkansas University Tech,773800,5,,0.297,0.0892,,790.0,4441.0,0.545454546,4000,39761.28,2,2,1,0.0,0.0,42.0,10043.0,Associates,Public,South East,Rural: Distant,Rural
Velvatex College of Beauty Culture,3214300,5,,0.6429,0.0,,22.0,,,PrivacySuppressed,46600.84,3,1,3,0.0,0.0,12.0,4155.0,Certificate,Private for-profit,South East,City: Midsize,City
University of Arkansas-Fort Smith,111000,5,,0.4818,0.3666,0.55810697283674,5286.0,6578.0,0.691813804,6800,45327.2,1,3,1,0.0,0.0,13.0,7425.0,Bachelors,Public,South East,City: Small,City
Academy of Art University,753100,8,,0.3861,0.5139,,5294.0,7682.0,0.62184874,14008.5,74015.06,1,4,3,0.0,0.0,11.0,32085.0,Graduate,Private for-profit,Far West,City: Large,City
Academy of Chinese Culture and Health Sciences,3288300,8,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,4,2,0.0,0.0,11.0,,Graduate,Private non-profit,Far West,City: Large,City
The Academy of Radio and TV Broadcasting,2342400,8,,0.8974,0.8974,,232.0,,0.26035503,9500,61944.01,3,1,3,0.0,0.0,21.0,20911.0,Certificate,Private for-profit,Far West,Suburb: Large,Suburb
Avalon School of Cosmetology-Alameda,2258600,8,,0.624,0.5504,,100.0,,0.353982301,6328.5,61895.48,3,1,3,0.0,0.0,21.0,15105.0,Certificate,Private for-profit,Far West,Suburb: Large,Suburb
College of Alameda,672000,8,,0.2364,0.0091,,5088.0,7513.0,PrivacySuppressed,7925,61586.14,2,2,1,0.0,0.0,21.0,5605.0,Associates,Public,Far West,Suburb: Large,Suburb
Allan Hancock College,111100,8,,0.2598,0.0205,,12110.0,7092.0,PrivacySuppressed,6000,56468.26,2,2,1,0.0,0.0,13.0,4529.0,Associates,Public,Far West,City: Small,City
American Academy of Dramatic Arts-Los Angeles,746501,8,,0.3821,0.5893,0.25341560158660004,215.0,7482.0,0.581632653,9500,66085.54,2,2,2,0.0,0.0,11.0,39719.0,Associates,Private non-profit,Far West,City: Large,City
American Baptist Seminary of the West,112000,8,,,,,,5365.0,,PrivacySuppressed,,1,4,2,0.0,0.0,12.0,,Graduate,Private non-profit,Far West,City: Midsize,City
American Film Institute Conservatory,2222000,8,,,,,,7596.0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,4,2,0.0,0.0,11.0,,Graduate,Private non-profit,Far West,City: Large,City
American Beauty College,1307400,8,,0.6414,0.5793,,23.0,,,4230,,3,1,3,0.0,0.0,21.0,8649.0,Certificate,Private for-profit,Far West,Suburb: Large,Suburb
American Career College-Los Angeles,2241800,8,,0.6543,0.5246,,1383.0,5496.0,0.377098661,9500,51468.52,2,2,3,0.0,0.0,11.0,22902.0,Associates,Private for-profit,Far West,City: Large,City
American Conservatory Theater,2099200,8,,0.0,0.0,1.0,10.0,5340.0,PrivacySuppressed,PrivacySuppressed,80150.07,1,4,2,0.0,0.0,11.0,,Graduate,Private non-profit,Far West,City: Large,City
American River College,123200,8,,0.2737,0.042,,28420.0,8393.0,0.590062112,6500,59196.72,2,2,1,0.0,0.0,21.0,7068.0,Associates,Public,Far West,Suburb: Large,Suburb
Antelope Valley College,111300,8,,0.5236,0.1144,,10315.0,8503.0,0.523076923,6717,58643.73,2,2,1,0.0,0.0,21.0,5422.0,Associates,Public,Far West,Suburb: Large,Suburb
Art Center College of Design,111600,8,,0.3043,0.4677,0.79508196721311,1358.0,7325.0,0.726973684,29250,74131.88,1,4,2,0.0,0.0,12.0,44145.0,Graduate,Private non-profit,Far West,City: Midsize,City
Associated Technical College-Los Angeles,902200,8,,0.7286,0.4183,,362.0,,0.261363636,9500,41078.15,3,1,3,0.0,0.0,11.0,21551.0,Certificate,Private for-profit,Far West,City: Large,City
Associated Technical College-San Diego,2553500,8,,0.9307,0.8663,,184.0,,0.209424084,5762.5,50973.76,3,1,3,0.0,0.0,11.0,22626.0,Certificate,Private for-profit,Far West,City: Large,City
Azusa Pacific University,111700,8,1080.0,0.3427,0.6249,0.80900723208415,3453.0,9217.0,0.83127572,18500,73950.46,1,4,2,0.0,0.0,21.0,27183.0,Graduate,Private non-profit,Far West,Suburb: Large,Suburb
Bakersfield College,111800,8,,0.411,0.0273,,14466.0,8388.0,PrivacySuppressed,6749,46274.57,2,2,1,0.0,0.0,11.0,3179.0,Associates,Public,Far West,City: Large,City
Barstow Community College,111900,8,,0.5019,0.0,,2785.0,8531.0,,PrivacySuppressed,50748.29,2,2,1,0.0,0.0,32.0,7425.0,Associates,Public,Far West,Town: Distant,Town
Bellus Academy-National City,705000,8,,0.7356,0.6322,,146.0,,0.353233831,11639,54154.45,2,1,3,0.0,0.0,21.0,22786.0,Certificate,Private for-profit,Far West,Suburb: Large,Suburb
Bethesda University,3266300,8,,0.3903,0.2602,,1736.0,2732.0,PrivacySuppressed,PrivacySuppressed,73410.31,1,4,2,0.0,0.0,11.0,13822.0,Graduate,Private non-profit,Far West,City: Large,City
Biola University,112200,8,1115.0,0.3163,0.6129,0.69850283944243,2797.0,9151.0,0.904358354,19500,75484.4,1,4,2,0.0,0.0,21.0,31113.0,Graduate,Private non-profit,Far West,Suburb: Large,Suburb
Brownson Technical School,2543400,8,,0.8049,0.7988,,91.0,,0.556756757,9308,71944.78,3,1,3,0.0,0.0,11.0,21882.0,Certificate,Private for-profit,Far West,City: Large,City
Butte College,807300,8,,0.4761,0.0967,,11542.0,7662.0,0.686868687,6500,46805.61,2,2,1,0.0,0.0,42.0,5073.0,Associates,Public,Far West,Rural: Distant,Rural
Phillips Graduate University,2237200,8,,,,,,6807.0,,PrivacySuppressed,,1,4,2,0.0,0.0,11.0,,Graduate,Private non-profit,Far West,City: Large,City
California Institute of Integral Studies,1215400,8,,0.625,0.7788,,32.0,8504.0,0.47826087,18750,76698.12,1,4,2,0.0,0.0,11.0,,Graduate,Private non-profit,Far West,City: Large,City
Cabrillo College,112400,8,,0.2375,0.0253,,12807.0,7297.0,PrivacySuppressed,6500,70523.73,2,2,1,0.0,0.0,22.0,7984.0,Associates,Public,Far West,Suburb: Midsize,Suburb
California Baptist University,112500,8,960.0,0.5643,0.759,0.65406698564593,1524.0,8816.0,0.777142857,20260,66849.57,1,4,2,0.0,0.0,11.0,30628.0,Graduate,Private non-profit,Far West,City: Large,City
California College of the Arts,112700,8,,0.3197,0.4857,0.68542713567839,1084.0,9234.0,0.755033557,24219,73343.27,1,4,2,0.0,0.0,11.0,31820.0,Graduate,Private non-profit,Far West,City: Large,City
University of California-Hastings College of Law,394700,8,,,,,,13313.0,PrivacySuppressed,PrivacySuppressed,77597.69,1,4,1,0.0,0.0,11.0,,Graduate,Public,Far West,City: Large,City
California Institute of Technology,113100,8,1544.0,0.1292,0.2096,0.08807254841684,929.0,18636.0,PrivacySuppressed,12900,81448.64,1,4,2,0.0,0.0,12.0,24760.0,Graduate,Private non-profit,Far West,City: Midsize,City
California Lutheran University,113300,8,1109.0,0.2386,0.5178,0.61561881564926,1816.0,9938.0,0.909365559,19000,81648.78,1,4,2,0.0,0.0,12.0,28487.0,Graduate,Private non-profit,Far West,City: Midsize,City
California Polytechnic State University-San Luis Obispo,114300,8,1259.0,0.1943,0.3328,0.31292182827851,15867.0,9020.0,0.930035651,16500,74683.78,1,4,1,0.0,0.0,23.0,17661.0,Graduate,Public,Far West,Suburb: Small,Suburb
Alliant International University-San Diego,1111700,8,,0.1108,0.1672,0.91549295774647,,9399.0,0.725806452,4000,71211.32,1,4,3,0.0,0.0,11.0,18668.0,Graduate,Private for-profit,Far West,City: Large,City
California State University-Bakersfield,799300,8,,0.6123,0.3885,0.6875,4809.0,8455.0,0.668972332,10394,53982.7,1,4,1,0.0,0.0,11.0,6027.0,Graduate,Public,Far West,City: Large,City
California State University-Stanislaus,115700,8,,0.5953,0.3694,0.70625617850586,5353.0,8378.0,PrivacySuppressed,12500,56979.76,1,4,1,0.0,0.0,23.0,6789.0,Graduate,Public,Far West,Suburb: Small,Suburb
California State University-San Bernardino,114200,8,887.0,0.6163,0.4088,0.6458997392060201,10273.0,8663.0,0.592143906,13500,59070.9,1,4,1,0.0,0.0,12.0,6679.0,Graduate,Public,Far West,City: Midsize,City
California State Polytechnic University-Pomona,114400,8,1066.0,0.4615,0.3662,0.39305863240289,16436.0,9373.0,PrivacySuppressed,15334,68064.96,1,4,1,0.0,0.0,21.0,13390.0,Graduate,Public,Far West,Suburb: Large,Suburb
California State University-Chico,114600,8,1003.0,0.435,0.4516,0.63449033391915,13907.0,8733.0,0.795935648,14500,61867.44,1,4,1,0.0,0.0,13.0,13365.0,Graduate,Public,Far West,City: Small,City
California State University-Dominguez Hills,114100,8,,0.6051,0.3544,0.52765638656511,7733.0,8689.0,0.606698565,12500,54533,1,4,1,0.0,0.0,13.0,3537.0,Graduate,Public,Far West,City: Small,City
California State University-Fresno,114700,8,897.0,0.5633,0.3181,0.52191794563145,15413.0,8372.0,0.76980506,12000,53295.09,1,4,1,0.0,0.0,11.0,6112.0,Graduate,Public,Far West,City: Large,City
California State University-Fullerton,113700,8,1024.0,0.4429,0.306,0.41860854186085,23385.0,8854.0,0.794912985,12500,73036.4,1,4,1,0.0,0.0,21.0,7454.0,Graduate,Public,Far West,Suburb: Large,Suburb
California State University-East Bay,113800,8,,0.4747,0.3703,0.7403045685279099,9337.0,9036.0,0.76394052,12500,78750.43,1,4,1,0.0,0.0,12.0,10363.0,Graduate,Public,Far West,City: Midsize,City
California State University-Long Beach,113900,8,1056.0,0.5049,0.379,0.33815760037171,25153.0,8839.0,0.824627748,13242.5,66954.9,1,4,1,0.0,0.0,11.0,9163.0,Graduate,Public,Far West,City: Large,City
California State University-Los Angeles,114000,8,874.0,0.6773,0.3204,0.6813373096844999,13476.0,8879.0,0.7425,11223,52850.08,1,4,1,0.0,0.0,11.0,3227.0,Graduate,Public,Far West,City: Large,City
California State University-Northridge,115300,8,902.0,0.5334,0.3328,0.45598652885843,22553.0,8737.0,0.766814721,11000,64055.44,1,4,1,0.0,0.0,11.0,6797.0,Graduate,Public,Far West,City: Large,City
California State University-Sacramento,115000,8,948.0,0.5298,0.3769,0.67252766478589,20342.0,8631.0,0.666666667,12500,65686.13,1,4,1,0.0,0.0,11.0,8710.0,Graduate,Public,Far West,City: Large,City
University of California-Berkeley,131200,8,1397.0,0.3114,0.2602,0.16883627191259,22678.0,15711.0,0.840388619,13197,77601.85,1,4,1,0.0,0.0,12.0,13262.0,Graduate,Public,Far West,City: Midsize,City
University of California-Davis,131300,8,1226.0,0.4123,0.3933,0.37952385375065,20388.0,13125.0,0.89010989,12757,76621.08,1,4,1,0.0,0.0,23.0,15052.0,Graduate,Public,Far West,Suburb: Small,Suburb
University of California-Irvine,131400,8,1175.0,0.4602,0.4231,0.38681992337164,16223.0,13773.0,0.821611002,15000,78085.65,1,4,1,0.0,0.0,12.0,13648.0,Graduate,Public,Far West,City: Midsize,City
University of California-Los Angeles,131500,8,1339.0,0.3524,0.3501,0.17279102384291,25011.0,16471.0,0.853698075,15000,72896.84,1,4,1,0.0,0.0,11.0,13328.0,Graduate,Public,Far West,City: Large,City
University of California-Riverside,131600,8,1119.0,0.568,0.5378,0.55599698787359,11436.0,12265.0,0.648148148,17000,68292.12,1,4,1,0.0,0.0,11.0,11779.0,Graduate,Public,Far West,City: Large,City
University of California-San Diego,131700,8,1344.0,0.3844,0.3909,0.33736436889099003,16496.0,14032.0,0.895872673,17000,76397.62,1,4,1,0.0,0.0,11.0,13913.0,Graduate,Public,Far West,City: Large,City
University of California-San Francisco,131900,8,,,,,93.0,11334.0,PrivacySuppressed,PrivacySuppressed,78614.96,1,4,1,0.0,0.0,11.0,,Graduate,Public,Far West,City: Large,City
University of California-Santa Barbara,132000,8,1248.0,0.3806,0.4025,0.32644323466031,17538.0,14327.0,0.803810868,15000,73046.19,1,4,1,0.0,0.0,22.0,14767.0,Graduate,Public,Far West,Suburb: Midsize,Suburb
University of California-Santa Cruz,132100,8,1201.0,0.4534,0.5256,0.50287709742598,11075.0,13104.0,0.804069767,17200,78075.09,1,4,1,0.0,0.0,13.0,17222.0,Graduate,Public,Far West,City: Small,City
Sofia University,2267600,8,,0.6,0.4,,,5935.0,PrivacySuppressed,PrivacySuppressed,,1,4,3,0.0,0.0,13.0,,Graduate,Private for-profit,Far West,City: Small,City
California Beauty School,2065700,8,,0.4317,0.446,,74.0,,PrivacySuppressed,7952.5,55666.76,3,1,3,0.0,0.0,12.0,11199.0,Certificate,Private for-profit,Far West,City: Midsize,City
California Christian College,884400,8,,0.6667,0.5556,1.0,84.0,,PrivacySuppressed,PrivacySuppressed,53248.94,1,3,2,0.0,0.0,11.0,,Bachelors,Private non-profit,Far West,City: Large,City
California Hair Design Academy,1186500,8,,0.6465,0.5764,,88.0,,0.547619048,5500,60813.75,3,1,3,0.0,0.0,21.0,15500.0,Certificate,Private for-profit,Far West,Suburb: Large,Suburb
California Institute of the Arts,113200,8,,0.3082,0.5649,0.24930491195551,794.0,6552.0,0.701550388,27000,74875.2,1,4,2,0.0,0.0,21.0,46197.0,Graduate,Private non-profit,Far West,Suburb: Large,Suburb
California State University Maritime Academy,113400,8,,0.3238,0.5769,0.6616915422885501,653.0,8521.0,0.930555556,20774,78248.99,1,4,1,0.0,0.0,12.0,15206.0,Graduate,Public,Far West,City: Midsize,City
California Western School of Law,1310300,8,,,,,,12593.0,PrivacySuppressed,PrivacySuppressed,70227.48,1,4,2,0.0,0.0,11.0,,Graduate,Private non-profit,Far West,City: Large,City
Canada College,697300,8,,0.1527,0.0109,,5273.0,9085.0,PrivacySuppressed,5608,93099.25,2,2,1,0.0,0.0,21.0,4078.0,Associates,Public,Far West,Suburb: Large,Suburb
College of the Canyons,890300,8,,0.2101,0.0297,,10528.0,9157.0,0.628571429,5500,79149.63,2,2,1,0.0,0.0,21.0,5924.0,Associates,Public,Far West,Suburb: Large,Suburb
Career Academy of Beauty,2125000,8,,0.5265,0.5038,,238.0,,0.51908397,6318,74369.68,3,1,3,0.0,0.0,21.0,14689.0,Certificate,Private for-profit,Far West,Suburb: Large,Suburb
Casa Loma College-Van Nuys,673100,8,,0.551,0.6672,0.8051948051948,259.0,5610.0,0.471698113,18320,58455.73,2,2,2,0.0,0.0,11.0,20445.0,Associates,Private non-profit,Far West,City: Large,City
CET-San Diego,2332809,8,,0.466,0.4333,,,,0.304890388,5409,55670.96,3,1,2,0.0,0.0,11.0,14626.0,Certificate,Private non-profit,Far West,City: Large,City
CET-Sobrato,2332800,8,,0.4134,0.3546,,,,0.304890388,5409,55670.96,3,1,2,0.0,0.0,11.0,12503.0,Certificate,Private non-profit,Far West,City: Large,City
CET-El Centro,2332810,8,,0.3604,0.1125,,,,0.304890388,5409,55670.96,3,1,2,0.0,0.0,13.0,12007.0,Certificate,Private non-profit,Far West,City: Small,City
